"","num","group","genus","lump"
"1.31",31,1,"Diphetor","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.32",32,1,"Drunella","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.33",33,1,"Ecdyonurus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.34",34,1,"Ecdyurus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.37",37,1,"Epeorus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.38",38,1,"Ephemera","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.39",39,1,"Ephemerella","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.40",40,1,"Ephoron","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.41",41,1,"Eurycaenis","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.42",42,1,"Eurylophella","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.43",43,1,"Euthyplocia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.44",44,1,"Fallceon","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.48",48,1,"Habrophlebia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.49",49,1,"Habrophlebiodes","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.50",50,1,"Heptagenia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.51",51,1,"Heterocloeon","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.52",52,1,"Hexagenia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.55",55,1,"Iron","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.56",56,1,"Ironodes","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.57",57,1,"Iswaeon","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.58",58,1,"Labiobaetis","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.60",60,1,"Leptophlebia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.61",61,1,"Leucrocuta","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.64",64,1,"Litobrancha","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
