"","num","group","genus","lump"
"1.65",65,1,"Maccaffertium","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.66",66,1,"Matriella","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.69",69,1,"Neochoroterpes","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.71",71,1,"Nixe","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.72",72,1,"Palingenia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.73",73,1,"Paracloeodes","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.74",74,1,"Paraleptophlebia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.75",75,1,"Penelomax","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.80",80,1,"Plauditus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.82",82,1,"Potamanthus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.83",83,1,"Procloeon","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.84",84,1,"Pseudocloeon","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.85",85,1,"Raptoheptagenia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.86",86,1,"Rhithrogena","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.87",87,1,"Serratella","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.88",88,1,"Sparbarus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.90",90,1,"Stenacron","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.91",91,1,"Stenonema","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.92",92,1,"Susperatus","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.93",93,1,"Teloganopsis","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.94",94,1,"Timpanoga","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"1.96",96,1,"Tsalia","Acentrella/Acerpenna/Amercaenis/Americabaetis/Anafroptilum/Anthopotamus/Apobaetis/Attenella/Baetis/Baetisca/Barbaetis/Brachycercus/Caenis/Callibaetis/Campsurus/Caudatella/Centroptilum/Choroterpes/Cinygma/Cinygmula/Cloe/Cloeon/Dannella/Dentatella/Diphetor/Drunella/Ecdyonurus/Ecdyurus/Epeorus/Ephemera/Ephemerella/Ephoron/Eurycaenis/Eurylophella/Euthyplocia/Fallceon/Habrophlebia/Habrophlebiodes/Heptagenia/Heterocloeon/Hexagenia/Iron/Ironodes/Iswaeon/Labiobaetis/Leptophlebia/Leucrocuta/Litobrancha/Maccaffertium/Matriella/Neochoroterpes/Nixe/Palingenia/Paracloeodes/Paraleptophlebia/Penelomax/Plauditus/Potamanthus/Procloeon/Pseudocloeon/Raptoheptagenia/Rhithrogena/Serratella/Sparbarus/Stenacron/Stenonema/Susperatus/Teloganopsis/Timpanoga/Tsalia"
"2.3",3,2,"Allenhyphes","Allenhyphes/Asioplax/Homoleptohyphes/Leptohyphes/Tricorythodes/Vacupernius"
"2.11",11,2,"Asioplax","Allenhyphes/Asioplax/Homoleptohyphes/Leptohyphes/Tricorythodes/Vacupernius"
"2.53",53,2,"Homoleptohyphes","Allenhyphes/Asioplax/Homoleptohyphes/Leptohyphes/Tricorythodes/Vacupernius"
"2.59",59,2,"Leptohyphes","Allenhyphes/Asioplax/Homoleptohyphes/Leptohyphes/Tricorythodes/Vacupernius"
"2.95",95,2,"Tricorythodes","Allenhyphes/Asioplax/Homoleptohyphes/Leptohyphes/Tricorythodes/Vacupernius"
"2.98",98,2,"Vacupernius","Allenhyphes/Asioplax/Homoleptohyphes/Leptohyphes/Tricorythodes/Vacupernius"
"3.7",7,3,"Anodonta","Anodonta/Utterbackia"
"3.97",97,3,"Utterbackia","Anodonta/Utterbackia"
"4.10",10,4,"Armiger","Armiger/Gyraulus"
"4.47",47,4,"Gyraulus","Armiger/Gyraulus"
"5.22",22,5,"Ceratopsyche","Ceratopsyche/Hydropsyche"
"5.54",54,5,"Hydropsyche","Ceratopsyche/Hydropsyche"
"6.28",28,6,"Cystobranchus","Cystobranchus/Piscicola"
"6.76",76,6,"Piscicola","Cystobranchus/Piscicola"
"7.35",35,7,"Einfeldia","Einfeldia/Glyptotendipes"
"7.46",46,7,"Glyptotendipes","Einfeldia/Glyptotendipes"
"8.36",36,8,"Elimia","Elimia/Pleurocera"
"8.81",81,8,"Pleurocera","Elimia/Pleurocera"
"9.45",45,9,"Fluminicola","Fluminicola/Lithoglyphus"
"9.63",63,9,"Lithoglyphus","Fluminicola/Lithoglyphus"
"10.62",62,10,"Libellula","Libellula/Plathemis"
"10.79",79,10,"Plathemis","Libellula/Plathemis"
"11.67",67,11,"Menetus","Menetus/Micromenetus"
"11.68",68,11,"Micromenetus","Menetus/Micromenetus"
"12.70",70,12,"Neostempellina","Neostempellina/Stempellina"
"12.89",89,12,"Stempellina","Neostempellina/Stempellina"
"13.77",77,13,"Planorbella","Planorbella/Planorbula"
"13.78",78,13,"Planorbula","Planorbella/Planorbula"
